batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,balanced,25,60,19.1,132,4,7.26,33,98.44,77.21,17,12,6,142
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,green,33,50,17.8,109,4,5.84,30,77.35,62.93,48,7,6,120
Kolkata Knight Riders,Royal Challengers Bangalore,M. A. Chidambaram Stadium,balanced,26,57,12.0,76,7,6.52,42,81.35,72.8,25,5,8,133
Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,40,49,5.7,32,2,4.95,19,61.37,63.45,59,3,2,120
Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,batting friendly,40,70,16.8,145,0,8.74,49,111.17,97.23,30,15,5,178
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,dry,32,77,14.5,84,5,5.93,33,74.08,60.42,72,5,9,120
Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,slow,27,82,15.8,68,4,4.5,25,61.12,55.91,55,7,13,120
Rajasthan Royals,Lucknow Super Giants,Ekana Cricket Stadium,batting friendly,35,50,16.5,139,0,8.33,45,107.0,85.81,69,12,6,174
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,bowling friendly,34,74,10.8,55,2,4.69,29,62.79,58.38,65,6,12,120
Royal Challengers Bangalore,Chennai Super Kings,PCA Stadium,batting friendly,28,50,8.9,71,5,7.8,29,100.21,85.52,19,6,2,158
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,34,88,15.7,92,3,5.31,28,64.69,62.9,24,6,11,120
Mumbai Indians,Rajasthan Royals,PCA Stadium,flat,39,44,9.7,95,1,9.42,28,122.77,120.69,39,8,8,203
Delhi Capitals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,balanced,26,41,7.1,61,3,7.78,30,94.28,92.93,43,6,6,177
Royal Challengers Bangalore,Punjab Kings,Eden Gardens,batting friendly,29,74,8.5,84,1,9.08,34,113.68,99.03,66,6,13,201
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,green,40,40,17.3,88,9,4.77,29,59.17,50.42,16,7,6,120
Mumbai Indians,Punjab Kings,PCA Stadium,green,37,31,16.7,70,8,4.5,26,57.19,49.13,37,5,4,120
Sunrisers Hyderabad,Mumbai Indians,Sawai Mansingh Stadium,flat,40,35,18.1,163,5,8.9,41,116.75,110.77,69,16,11,179
Rajasthan Royals,Punjab Kings,Ekana Cricket Stadium,batting friendly,27,61,9.0,69,4,7.44,25,97.06,83.3,52,6,7,148
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,batting friendly,35,87,13.1,98,2,7.61,37,102.97,83.22,75,8,6,152
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,slow,29,79,12.1,72,1,5.57,31,75.52,72.22,69,6,4,124
Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,green,31,70,18.9,104,3,5.58,35,69.39,57.81,27,7,6,120
Punjab Kings,Gujarat Titans,Narendra Modi Stadium,flat,36,55,7.5,73,1,10.36,37,128.08,120.95,26,7,7,191
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,flat,40,54,18.5,195,0,10.48,47,126.62,121.34,49,16,7,209
Punjab Kings,Kolkata Knight Riders,Eden Gardens,slow,31,33,15.5,88,4,5.31,23,65.11,63.47,56,9,4,121
Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,slow,32,52,11.6,63,3,5.4,30,65.01,67.19,16,4,3,120
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,slow,36,58,5.2,42,1,7.07,27,95.53,91.53,27,4,7,171
Chennai Super Kings,Lucknow Super Giants,Narendra Modi Stadium,balanced,28,66,15.2,116,0,7.31,42,93.88,85.69,49,7,8,148
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,slow,27,70,15.8,86,7,5.14,23,67.09,55.18,10,8,3,120
Rajasthan Royals,Punjab Kings,Arun Jaitley Stadium,batting friendly,30,32,8.5,83,1,9.15,34,115.98,92.41,27,6,4,196
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,dry,33,37,20.0,129,4,6.3,33,86.35,65.3,29,14,5,139
Gujarat Titans,Punjab Kings,Wankhede Stadium,bowling friendly,28,54,9.2,50,4,4.5,17,56.2,57.68,30,4,13,120
Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,flat,26,67,19.5,166,8,8.49,38,110.72,101.64,61,13,10,176
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,slow,29,46,18.1,105,3,5.6,29,70.57,61.81,73,8,4,120
Lucknow Super Giants,Punjab Kings,PCA Stadium,slow,26,71,7.5,51,3,6.03,18,78.1,63.46,80,5,14,131
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,batting friendly,37,38,19.7,164,3,8.22,44,102.3,82.22,37,17,5,175
Delhi Capitals,Chennai Super Kings,Eden Gardens,dry,29,30,9.8,64,3,6.74,25,93.04,68.77,26,6,7,136
Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,bowling friendly,25,35,16.6,102,3,5.69,27,72.88,66.49,51,8,8,124
Gujarat Titans,Delhi Capitals,Narendra Modi Stadium,batting friendly,31,65,6.3,61,0,9.2,31,125.12,116.25,25,6,4,197
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,bowling friendly,34,62,17.1,98,2,5.58,33,77.94,70.38,23,8,7,120
Rajasthan Royals,Chennai Super Kings,M. Chinnaswamy Stadium,flat,37,50,17.3,159,1,8.96,47,124.03,109.12,46,10,13,179
Gujarat Titans,Delhi Capitals,Wankhede Stadium,batting friendly,29,49,11.1,108,0,9.14,46,115.65,109.12,86,7,10,190
Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,flat,38,45,16.2,144,7,8.69,51,113.29,91.45,46,12,8,179
Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,slow,40,89,15.1,93,0,6.51,36,84.0,68.27,74,7,9,124
Royal Challengers Bangalore,Lucknow Super Giants,Arun Jaitley Stadium,green,31,71,19.5,82,6,4.5,21,60.46,56.99,49,8,7,120
Rajasthan Royals,Gujarat Titans,PCA Stadium,flat,30,78,11.4,100,3,9.15,58,120.96,118.59,17,8,4,177
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,bowling friendly,27,82,11.6,64,5,5.07,26,66.26,57.33,30,4,10,120
Chennai Super Kings,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,flat,25,47,18.0,172,4,9.61,57,128.63,105.49,60,13,15,197
Delhi Capitals,Sunrisers Hyderabad,Ekana Cricket Stadium,green,32,78,16.0,85,7,4.99,23,66.52,56.0,10,6,11,120
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,green,31,42,13.5,70,5,4.81,29,62.37,56.14,58,5,15,120
Mumbai Indians,Royal Challengers Bangalore,Ekana Cricket Stadium,balanced,38,72,6.0,48,2,8.23,31,103.29,105.21,43,4,6,163
Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,bowling friendly,34,31,5.4,32,0,5.5,20,69.61,63.77,49,2,9,127
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,batting friendly,39,36,6.7,62,3,7.97,23,106.22,87.3,75,4,13,192
Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,dry,37,78,7.8,67,2,7.45,25,95.25,76.93,57,6,4,180
Lucknow Super Giants,Punjab Kings,Ekana Cricket Stadium,flat,31,49,19.8,150,6,7.38,37,97.73,87.95,40,9,10,160
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,bowling friendly,37,35,17.0,81,9,4.5,21,57.05,57.71,53,6,2,120
Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,balanced,31,71,13.9,100,2,7.11,43,99.5,71.27,39,9,4,153
Lucknow Super Giants,Mumbai Indians,Eden Gardens,dry,34,66,19.5,97,8,5.19,24,71.31,55.3,17,10,8,120
Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,batting friendly,32,34,6.5,59,4,7.98,24,97.55,85.85,41,6,12,184
Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,slow,36,66,6.0,34,2,6.19,18,78.28,69.11,31,2,3,120
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,dry,31,76,16.8,96,3,5.94,36,83.04,74.32,19,6,9,122
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,batting friendly,33,76,19.5,150,3,7.77,50,97.33,80.7,22,13,9,160
Delhi Capitals,Gujarat Titans,PCA Stadium,batting friendly,30,76,13.5,116,1,8.24,41,109.32,89.05,42,8,15,175
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,green,38,62,14.0,79,7,5.64,32,68.44,57.03,44,7,6,120
Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,green,28,33,16.6,88,4,5.59,25,77.79,68.54,32,9,12,120
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,green,31,55,17.8,111,0,6.1,27,79.43,71.49,43,8,4,121
Delhi Capitals,Rajasthan Royals,Eden Gardens,slow,33,45,17.3,84,9,4.58,25,63.31,49.44,12,7,6,120
Gujarat Titans,Delhi Capitals,PCA Stadium,slow,39,67,10.6,74,4,6.38,38,82.75,78.2,71,4,9,139
Chennai Super Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,batting friendly,38,48,18.5,134,8,6.91,35,88.34,69.15,27,13,7,148
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,bowling friendly,26,61,11.6,73,1,5.72,33,72.04,71.03,73,6,12,126
Royal Challengers Bangalore,Kolkata Knight Riders,Ekana Cricket Stadium,dry,31,46,15.4,87,8,5.43,34,75.94,62.26,10,6,3,120
Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,flat,32,68,16.7,153,4,8.69,43,118.97,101.68,38,13,12,179
Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,flat,26,39,7.6,73,0,8.8,32,109.75,109.79,69,8,2,197
Chennai Super Kings,Punjab Kings,Eden Gardens,green,27,61,9.8,60,1,5.98,21,82.39,68.98,40,5,7,120
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,green,27,37,8.1,56,0,6.85,27,85.12,80.35,54,5,9,142
Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,green,38,59,19.0,88,6,4.82,24,58.31,52.94,69,7,3,120
Mumbai Indians,Lucknow Super Giants,PCA Stadium,batting friendly,37,48,8.5,62,5,7.49,23,101.17,87.08,63,4,9,151
Rajasthan Royals,Chennai Super Kings,Eden Gardens,bowling friendly,37,37,11.5,52,5,4.5,25,58.18,51.74,16,3,14,120
Chennai Super Kings,Punjab Kings,PCA Stadium,slow,31,65,6.4,34,4,5.31,18,64.03,56.81,22,3,11,120
Mumbai Indians,Gujarat Titans,Eden Gardens,green,37,65,13.4,78,6,6.1,29,80.44,61.19,15,7,11,120
Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi International Stadium,balanced,30,56,9.3,71,2,7.32,24,94.19,88.36,51,4,4,160
Delhi Capitals,Mumbai Indians,PCA Stadium,dry,28,52,18.1,133,5,6.85,36,86.46,75.61,30,10,10,150
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,flat,39,64,16.8,157,0,9.4,56,123.15,121.73,65,17,10,193
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,batting friendly,28,37,17.8,129,6,7.01,36,88.65,74.3,65,12,15,149
Delhi Capitals,Rajasthan Royals,Ekana Cricket Stadium,batting friendly,31,56,14.3,103,8,6.74,37,86.35,75.33,49,8,9,151
Delhi Capitals,Sunrisers Hyderabad,PCA Stadium,dry,40,89,15.6,105,5,6.36,35,81.02,63.82,30,8,4,134
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,dry,27,84,10.8,64,6,6.17,30,78.94,74.71,26,5,2,120
Kolkata Knight Riders,Royal Challengers Bangalore,Wankhede Stadium,balanced,34,88,19.8,110,7,6.08,33,80.54,70.66,27,9,4,120
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,dry,28,54,9.4,61,2,6.76,22,81.13,83.53,31,4,14,134
Mumbai Indians,Delhi Capitals,Ekana Cricket Stadium,slow,40,88,8.6,54,5,5.68,18,74.94,57.18,54,3,10,127
Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,balanced,29,55,15.9,106,7,6.66,37,92.84,66.95,31,11,14,131
Punjab Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,flat,32,58,16.8,134,4,8.23,41,109.76,94.4,73,12,13,164
Sunrisers Hyderabad,Mumbai Indians,M. A. Chidambaram Stadium,flat,25,82,5.4,58,3,9.01,31,117.25,100.49,37,6,2,220
Punjab Kings,Mumbai Indians,Sawai Mansingh Stadium,balanced,33,59,15.9,133,2,7.76,35,104.96,89.79,24,9,7,177
Punjab Kings,Lucknow Super Giants,Ekana Cricket Stadium,dry,30,72,6.6,44,2,6.21,21,77.28,76.96,23,3,4,142
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,green,36,39,8.6,50,2,5.49,19,71.66,60.51,34,3,10,120
Royal Challengers Bangalore,Kolkata Knight Riders,Sawai Mansingh Stadium,slow,34,72,5.3,24,2,5.21,18,64.96,59.04,21,2,15,120
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,batting friendly,37,33,16.0,123,8,7.98,42,110.32,99.71,36,11,8,160
Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,batting friendly,25,30,19.0,127,10,7.23,33,96.43,81.39,10,14,8,137
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,green,32,57,11.9,64,2,5.16,28,62.47,55.27,78,6,11,120
Mumbai Indians,Rajasthan Royals,Eden Gardens,slow,40,70,9.1,74,0,7.19,22,87.86,77.18,40,7,7,171
Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,flat,26,38,8.5,81,0,8.97,32,114.47,106.98,31,6,3,200
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,bowling friendly,34,72,18.5,82,6,4.5,21,59.11,55.74,29,7,12,120
Sunrisers Hyderabad,Mumbai Indians,Narendra Modi Stadium,green,36,85,12.9,79,0,5.52,33,70.0,56.36,74,8,12,120
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,dry,26,79,10.4,61,5,6.3,32,77.34,69.79,21,3,7,120
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,slow,28,42,18.7,110,4,5.59,28,67.93,62.99,21,8,5,120
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,bowling friendly,38,43,18.8,118,0,6.02,38,81.51,68.86,85,11,8,129
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,green,39,45,10.5,73,0,7.02,40,91.26,74.87,58,5,8,145
Gujarat Titans,Rajasthan Royals,Rajiv Gandhi International Stadium,flat,36,39,18.1,172,7,9.07,48,113.59,100.88,46,18,6,187
Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Stadium,flat,28,78,18.1,141,8,7.41,35,97.38,89.49,58,14,13,159
Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,flat,30,56,6.6,53,4,7.99,30,104.38,86.25,64,3,8,160
Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,green,33,45,17.1,97,7,5.6,35,69.49,71.34,10,8,2,120
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,bowling friendly,27,77,11.1,53,6,4.5,23,58.26,52.16,27,5,5,120
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,bowling friendly,26,56,7.4,32,3,4.9,16,66.47,56.71,68,2,13,120
Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,slow,28,68,19.4,89,8,4.5,24,62.1,47.57,14,9,13,120
Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,batting friendly,39,58,12.5,114,0,8.76,54,114.63,109.5,41,11,5,191
Delhi Capitals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,dry,26,53,8.0,51,4,7.05,27,93.27,88.33,66,3,15,131
Punjab Kings,Chennai Super Kings,PCA Stadium,bowling friendly,25,76,14.7,66,5,4.5,23,60.6,56.36,12,6,9,120
Gujarat Titans,Delhi Capitals,Narendra Modi Stadium,bowling friendly,34,85,5.3,23,3,4.87,17,67.28,60.74,51,1,8,120
Gujarat Titans,Rajasthan Royals,M. A. Chidambaram Stadium,flat,36,62,12.7,130,3,9.59,56,126.38,97.87,58,10,7,213
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,batting friendly,25,42,16.0,129,7,8.05,48,99.97,92.59,10,14,8,159
Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,green,25,87,19.1,86,8,4.5,27,57.28,50.35,13,6,12,120
Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,bowling friendly,38,61,12.3,73,1,5.78,26,77.7,68.65,77,6,10,120
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,balanced,33,80,11.9,88,0,6.99,37,94.63,83.62,28,5,3,151
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,batting friendly,28,77,16.6,137,5,7.72,40,93.87,82.68,23,14,13,172
Sunrisers Hyderabad,Gujarat Titans,PCA Stadium,dry,39,80,9.9,76,1,7.48,23,100.19,75.5,27,7,13,154
Mumbai Indians,Rajasthan Royals,Eden Gardens,balanced,40,72,9.2,75,1,8.15,27,105.05,100.67,73,6,15,162
Rajasthan Royals,Delhi Capitals,Eden Gardens,green,32,81,11.1,66,1,5.76,30,72.05,69.56,24,5,15,128
Kolkata Knight Riders,Royal Challengers Bangalore,M. A. Chidambaram Stadium,dry,29,44,7.0,43,3,6.95,22,95.1,70.68,27,4,2,121
Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,dry,40,46,11.5,91,0,8.0,36,109.66,102.79,70,6,4,165
Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,bowling friendly,32,58,9.6,56,1,5.66,21,76.43,66.33,40,4,5,124
Chennai Super Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,slow,36,57,16.1,126,0,7.29,36,92.04,74.71,79,7,15,164
Delhi Capitals,Mumbai Indians,M. A. Chidambaram Stadium,flat,34,62,8.5,80,1,10.02,34,135.95,102.05,54,5,12,196
Punjab Kings,Delhi Capitals,Rajiv Gandhi International Stadium,flat,30,44,7.3,71,2,9.5,31,122.7,100.1,48,6,10,194
Gujarat Titans,Rajasthan Royals,Eden Gardens,flat,29,52,5.6,57,1,10.03,30,136.88,128.6,47,5,4,205
Mumbai Indians,Gujarat Titans,M. A. Chidambaram Stadium,dry,31,67,5.0,42,1,7.49,29,103.54,89.16,62,2,6,164
Punjab Kings,Lucknow Super Giants,Wankhede Stadium,dry,26,61,16.0,105,0,6.67,35,92.54,80.3,34,9,15,132
Sunrisers Hyderabad,Kolkata Knight Riders,PCA Stadium,bowling friendly,28,42,5.0,34,1,5.81,23,71.13,67.13,26,2,2,140
Delhi Capitals,Lucknow Super Giants,Ekana Cricket Stadium,slow,39,30,11.0,62,3,5.37,27,70.78,66.96,33,3,5,120
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,batting friendly,28,75,5.6,41,3,7.39,25,100.32,84.7,18,4,7,149
Punjab Kings,Gujarat Titans,Ekana Cricket Stadium,batting friendly,28,52,6.6,58,2,7.6,25,102.9,91.53,54,5,10,175
Chennai Super Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,bowling friendly,29,66,16.2,77,7,4.84,28,60.59,61.01,48,5,3,120
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,slow,27,40,8.4,57,0,5.94,21,73.93,72.3,29,4,7,145
Lucknow Super Giants,Punjab Kings,PCA Stadium,green,30,37,13.3,70,5,5.52,25,75.49,65.75,36,5,3,120
Royal Challengers Bangalore,Rajasthan Royals,PCA Stadium,green,31,38,12.5,65,3,5.38,30,70.61,56.0,53,6,11,120
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,balanced,35,51,14.2,93,7,6.3,30,77.6,66.93,38,6,3,129
Lucknow Super Giants,Chennai Super Kings,Narendra Modi Stadium,bowling friendly,28,41,14.8,70,2,5.03,28,66.69,51.52,33,5,7,120
Rajasthan Royals,Gujarat Titans,PCA Stadium,dry,39,42,13.3,87,5,6.68,35,88.69,83.97,38,6,11,130
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,bowling friendly,26,88,17.2,78,5,4.76,30,58.99,53.11,66,8,15,120
Mumbai Indians,Punjab Kings,Eden Gardens,green,37,66,10.1,67,2,6.77,40,82.96,86.4,30,4,3,136
Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,bowling friendly,25,62,15.5,86,6,5.27,33,69.72,53.49,61,8,13,120
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,flat,27,34,6.6,65,2,8.89,35,107.35,93.81,44,5,8,192
Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,batting friendly,31,53,9.9,78,4,7.53,23,103.64,80.81,55,5,15,164
Chennai Super Kings,Gujarat Titans,Rajiv Gandhi International Stadium,green,34,75,12.2,73,1,5.75,26,76.86,71.23,67,6,13,122
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,dry,32,57,17.3,108,6,6.19,29,78.23,72.38,39,7,15,131
Punjab Kings,Gujarat Titans,PCA Stadium,green,35,82,10.0,53,3,5.07,26,66.95,63.08,16,3,11,120
Lucknow Super Giants,Rajasthan Royals,M. A. Chidambaram Stadium,batting friendly,34,35,16.1,126,3,7.54,35,100.4,95.29,68,11,9,156
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,flat,35,50,7.2,67,2,9.1,27,126.09,111.4,48,6,15,183
Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,flat,36,62,18.5,150,9,8.02,45,108.02,96.01,10,11,7,160
Sunrisers Hyderabad,Lucknow Super Giants,Sawai Mansingh Stadium,slow,35,54,7.9,60,2,6.5,22,89.44,79.95,64,5,15,149
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,green,32,75,13.5,73,4,5.25,33,70.89,61.25,61,5,8,120
Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Stadium,slow,28,39,10.0,60,6,5.57,31,67.45,57.27,48,4,10,120
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,bowling friendly,25,89,7.5,37,4,4.5,14,58.26,52.31,39,2,11,120
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,dry,31,71,15.4,100,2,6.6,32,91.89,81.31,31,9,12,135
Delhi Capitals,Rajasthan Royals,Ekana Cricket Stadium,flat,32,37,8.5,73,1,8.52,27,118.95,101.02,65,7,2,177
Rajasthan Royals,Gujarat Titans,M. Chinnaswamy Stadium,balanced,26,81,19.8,130,2,6.83,38,84.62,76.81,48,9,11,140
Rajasthan Royals,Delhi Capitals,M. A. Chidambaram Stadium,slow,34,37,16.3,93,5,5.62,30,67.69,72.19,64,8,3,121
Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,flat,26,47,5.7,44,3,8.34,25,106.96,107.76,16,3,6,163
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,bowling friendly,29,58,8.1,45,1,4.95,16,63.59,57.89,72,4,9,120
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,batting friendly,31,59,16.2,117,8,7.02,44,94.69,86.72,10,12,8,147
Rajasthan Royals,Kolkata Knight Riders,M. A. Chidambaram Stadium,balanced,39,60,19.5,134,8,7.07,38,96.22,77.54,16,8,9,144
Chennai Super Kings,Delhi Capitals,Rajiv Gandhi International Stadium,green,38,43,15.8,94,5,5.45,34,68.93,55.96,48,6,8,128
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,dry,27,83,11.3,78,6,6.16,39,80.8,64.39,55,7,14,144
Sunrisers Hyderabad,Chennai Super Kings,PCA Stadium,balanced,30,32,17.6,141,3,7.86,45,105.03,84.37,66,14,3,162
Punjab Kings,Chennai Super Kings,PCA Stadium,dry,37,50,5.9,50,0,7.61,30,101.58,76.93,36,4,12,176
Delhi Capitals,Kolkata Knight Riders,Rajiv Gandhi International Stadium,slow,37,34,9.6,49,2,5.66,20,73.41,62.75,71,4,12,120
Gujarat Titans,Punjab Kings,PCA Stadium,balanced,30,56,5.4,52,0,8.03,26,101.02,95.53,42,5,12,189
Royal Challengers Bangalore,Chennai Super Kings,Arun Jaitley Stadium,slow,35,81,15.7,94,1,5.62,29,77.65,68.09,28,6,12,120
Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,batting friendly,25,78,12.2,97,3,8.39,52,108.41,105.25,63,6,14,154
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,batting friendly,25,71,5.4,53,1,8.26,29,108.2,101.36,86,4,6,196
Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,flat,28,52,15.6,115,7,7.59,48,105.98,80.42,11,8,5,147
Mumbai Indians,Gujarat Titans,Wankhede Stadium,green,36,32,6.4,35,4,5.62,22,72.48,67.6,36,3,4,120
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,slow,31,77,15.6,78,6,4.87,29,62.96,58.15,33,6,10,120
Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,flat,25,77,16.9,153,2,8.71,55,120.58,103.36,47,15,15,190
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,dry,36,31,10.7,74,3,6.36,31,83.98,74.03,76,7,3,143
Rajasthan Royals,Delhi Capitals,Eden Gardens,flat,26,41,18.0,177,2,9.49,45,120.68,116.92,21,16,4,204
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,batting friendly,38,86,17.3,144,5,8.39,43,107.28,98.52,53,9,8,169
Punjab Kings,Gujarat Titans,PCA Stadium,balanced,28,33,19.2,140,0,7.41,42,101.04,86.82,65,10,10,151
Chennai Super Kings,Delhi Capitals,Eden Gardens,dry,28,66,19.6,110,5,5.98,35,77.09,71.99,69,12,5,120
Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,green,26,69,10.2,54,5,4.88,26,67.61,61.64,68,4,8,120
Royal Challengers Bangalore,Gujarat Titans,M. Chinnaswamy Stadium,dry,40,32,19.8,128,6,6.11,28,81.46,69.17,20,13,13,138
Sunrisers Hyderabad,Punjab Kings,M. A. Chidambaram Stadium,balanced,26,65,14.7,109,3,7.74,39,101.52,88.04,26,11,15,148
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,dry,28,79,16.6,118,4,6.76,36,92.73,78.14,64,8,10,143
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,flat,31,51,18.6,163,5,8.79,40,110.14,108.72,46,11,4,173
Lucknow Super Giants,Chennai Super Kings,Narendra Modi Stadium,bowling friendly,35,56,7.6,52,3,6.15,22,76.39,72.69,65,5,2,135
